matrix,Version,Initialization,FeatureExtraction,Inference,Format
Goodwin_071,baseline,0.00213706,0.00947003,2.225e-06,1
Goodwin_071,tuned,0.00200054,0.00944159,3.61e-07,1
gre_115,baseline,0.0102738,9.4633e-05,2.214e-06,1
gre_115,tuned,0.0056113,6.2461e-05,5.51e-07,1
gre_216b,baseline,0.00557246,7.4254e-05,2.315e-06,1
gre_216b,tuned,0.0115071,6.7119e-05,6.52e-07,1
gridgena,baseline,0.00244183,0.00323307,1.894e-06,1
gridgena,tuned,0.00136536,0.00324848,4.1e-07,1
gupta2,baseline,0.374395,0.00556096,3.948e-06,0
gupta2,tuned,0.00335735,0.00539419,5.81e-07,0
gyro,baseline,0.0248259,0.0037799,3.727e-06,1
gyro,tuned,0.00401526,0.00375839,7.51e-07,1
gyro_k,baseline,0.00974533,0.00377973,3.327e-06,1
gyro_k,tuned,0.00402102,0.00375281,5.51e-07,1
H2O,baseline,0.018421,0.0145764,3.497e-06,1
H2O,tuned,0.0186663,0.0143867,7.92e-07,1
Hamrle2,baseline,0.0197973,0.000111695,2.455e-06,1
Hamrle2,tuned,0.0161621,0.000108868,8.32e-07,1
Hamrle3,baseline,0.00396395,0.00985372,5.741e-06,5
Hamrle3,tuned,0.124766,0.00776857,1.603e-06,5
